winner_id,tourney_id,match_won
202640,2019-W-ITF-AUS-05A-2019,1
221861,2019-W-ITF-AUS-05A-2019,1
221892,2019-W-ITF-AUS-05A-2019,1
214734,2019-W-ITF-AUS-05A-2019,1
221862,2019-W-ITF-AUS-05A-2019,1
221889,2019-W-ITF-AUS-05A-2019,1
213802,2019-W-ITF-AUS-05A-2019,1
221883,2019-W-ITF-AUS-05A-2019,1
221873,2019-W-ITF-AUS-05A-2019,1
215138,2019-W-ITF-AUS-06A-2019,5
206362,2019-W-ITF-AUS-06A-2019,5
215804,2019-W-ITF-AUS-06A-2019,4
219940,2019-W-ITF-AUS-06A-2019,3
214239,2019-W-ITF-AUS-06A-2019,3
213666,2019-W-ITF-AUS-06A-2019,3
214238,2019-W-ITF-AUS-06A-2019,2
202495,2019-W-ITF-AUS-06A-2019,2
211878,2019-W-ITF-AUS-06A-2019,2
206391,2019-W-ITF-AUS-06A-2019,2
215018,2019-W-ITF-AUS-06A-2019,2
215489,2019-W-ITF-AUS-06A-2019,2
212044,2019-W-ITF-AUS-06A-2019,2
215832,2019-W-ITF-AUS-06A-2019,1
206419,2019-W-ITF-AUS-06A-2019,1
214295,2019-W-ITF-AUS-06A-2019,1
204412,2019-W-ITF-AUS-06A-2019,1
220545,2019-W-ITF-AUS-06A-2019,1
203556,2019-W-ITF-AUS-06A-2019,1
202908,2019-W-ITF-AUS-06A-2019,1
214045,2019-W-ITF-AUS-06A-2019,1
213541,2019-W-ITF-AUS-06A-2019,1
202539,2019-W-ITF-AUS-06A-2019,1
203526,2019-W-ITF-AUS-06A-2019,1
215189,2019-W-ITF-AUS-06A-2019,1
215018,2019-W-ITF-AUS-07A-2019,5
220367,2019-W-ITF-AUS-07A-2019,4
203552,2019-W-ITF-AUS-07A-2019,4
203449,2019-W-ITF-AUS-07A-2019,3
205815,2019-W-ITF-AUS-07A-2019,3
201542,2019-W-ITF-AUS-07A-2019,3
215811,2019-W-ITF-AUS-07A-2019,2
221125,2019-W-ITF-AUS-07A-2019,2
203556,2019-W-ITF-AUS-07A-2019,2
216138,2019-W-ITF-AUS-07A-2019,2
215804,2019-W-ITF-AUS-07A-2019,2
213666,2019-W-ITF-AUS-07A-2019,2
212044,2019-W-ITF-AUS-07A-2019,2
211544,2019-W-ITF-AUS-07A-2019,1
221027,2019-W-ITF-AUS-07A-2019,1
206391,2019-W-ITF-AUS-07A-2019,1
211941,2019-W-ITF-AUS-07A-2019,1
201666,2019-W-ITF-AUS-07A-2019,1
202495,2019-W-ITF-AUS-07A-2019,1
215096,2019-W-ITF-AUS-07A-2019,1
214505,2019-W-ITF-AUS-07A-2019,1
206419,2019-W-ITF-AUS-07A-2019,1
210705,2019-W-ITF-AUS-07A-2019,1
202379,2019-W-ITF-AUS-07A-2019,1
220545,2019-W-ITF-AUS-07A-2019,1
206362,2019-W-ITF-AUS-07A-2019,1
201542,2019-W-ITF-AUS-08A-2019,5
220367,2019-W-ITF-AUS-08A-2019,4
211880,2019-W-ITF-AUS-08A-2019,4
205923,2019-W-ITF-AUS-08A-2019,3
216138,2019-W-ITF-AUS-08A-2019,3
206077,2019-W-ITF-AUS-08A-2019,3
213666,2019-W-ITF-AUS-08A-2019,3
205815,2019-W-ITF-AUS-08A-2019,2
214045,2019-W-ITF-AUS-08A-2019,2
210705,2019-W-ITF-AUS-08A-2019,2
201666,2019-W-ITF-AUS-08A-2019,2
215832,2019-W-ITF-AUS-08A-2019,2
202379,2019-W-ITF-AUS-08A-2019,2
211382,2019-W-ITF-AUS-08A-2019,1
206419,2019-W-ITF-AUS-08A-2019,1
202595,2019-W-ITF-AUS-08A-2019,1
220545,2019-W-ITF-AUS-08A-2019,1
211544,2019-W-ITF-AUS-08A-2019,1
214295,2019-W-ITF-AUS-08A-2019,1
203556,2019-W-ITF-AUS-08A-2019,1
202539,2019-W-ITF-AUS-08A-2019,1
203474,2019-W-ITF-AUS-08A-2019,1
215755,2019-W-ITF-AUS-08A-2019,1
211844,2019-W-ITF-AUS-08A-2019,1
202908,2019-W-ITF-AUS-08A-2019,1
201534,2019-W-ITF-AUS-09A-2019,5
220469,2019-W-ITF-AUS-09A-2019,4
202636,2019-W-ITF-AUS-09A-2019,4
201542,2019-W-ITF-AUS-09A-2019,3
213666,2019-W-ITF-AUS-09A-2019,3
210537,2019-W-ITF-AUS-09A-2019,2
221860,2019-W-ITF-AUS-09A-2019,2
222667,2019-W-ITF-AUS-09A-2019,2
214505,2019-W-ITF-AUS-09A-2019,2
214295,2019-W-ITF-AUS-09A-2019,2
221889,2019-W-ITF-AUS-09A-2019,2
214045,2019-W-ITF-AUS-09A-2019,1
212805,2019-W-ITF-AUS-09A-2019,1
220801,2019-W-ITF-AUS-09A-2019,1
222680,2019-W-ITF-AUS-09A-2019,1
204356,2019-W-ITF-AUS-09A-2019,1
202379,2019-W-ITF-AUS-09A-2019,1
216157,2019-W-ITF-AUS-09A-2019,1
213541,2019-W-ITF-AUS-09A-2019,1
202908,2019-W-ITF-AUS-09A-2019,1
222682,2019-W-ITF-AUS-09A-2019,1
215440,2019-W-ITF-AUS-09A-2019,1
222684,2019-W-ITF-AUS-09A-2019,1
215489,2019-W-ITF-AUS-09A-2019,1
220052,2019-W-ITF-AUS-09A-2019,1
213572,2019-W-ITF-AUS-09A-2019,1
211878,2019-W-ITF-AUS-10A-2019,5
205923,2019-W-ITF-AUS-10A-2019,4
211208,2019-W-ITF-AUS-10A-2019,3
201534,2019-W-ITF-AUS-10A-2019,3
211544,2019-W-ITF-AUS-10A-2019,3
219940,2019-W-ITF-AUS-10A-2019,3
220904,2019-W-ITF-AUS-10A-2019,2
211941,2019-W-ITF-AUS-10A-2019,2
210537,2019-W-ITF-AUS-10A-2019,2
202636,2019-W-ITF-AUS-10A-2019,2
213666,2019-W-ITF-AUS-10A-2019,2
201542,2019-W-ITF-AUS-10A-2019,2
213541,2019-W-ITF-AUS-10A-2019,2
215489,2019-W-ITF-AUS-10A-2019,1
204412,2019-W-ITF-AUS-10A-2019,1
213855,2019-W-ITF-AUS-10A-2019,1
214540,2019-W-ITF-AUS-10A-2019,1
215440,2019-W-ITF-AUS-10A-2019,1
202693,2019-W-ITF-AUS-10A-2019,1
214505,2019-W-ITF-AUS-10A-2019,1
203555,2019-W-ITF-AUS-10A-2019,1
215550,2019-W-ITF-AUS-10A-2019,1
202495,2019-W-ITF-AUS-10A-2019,1
214045,2019-W-ITF-AUS-10A-2019,1
212805,2019-W-ITF-AUS-10A-2019,1
215804,2019-W-ITF-AUS-10A-2019,1
215018,2019-W-ITF-AUS-10A-2019,1
202454,2019-W-ITF-AUS-10A-2019,1
201534,2019-W-ITF-AUS-11A-2019,5
216213,2019-W-ITF-AUS-11A-2019,4
213666,2019-W-ITF-AUS-11A-2019,4
219940,2019-W-ITF-AUS-11A-2019,3
202379,2019-W-ITF-AUS-11A-2019,2
211880,2019-W-ITF-AUS-11A-2019,2
214540,2019-W-ITF-AUS-11A-2019,2
210537,2019-W-ITF-AUS-11A-2019,2
205923,2019-W-ITF-AUS-11A-2019,2
215440,2019-W-ITF-AUS-11A-2019,1
216170,2019-W-ITF-AUS-11A-2019,1
202454,2019-W-ITF-AUS-11A-2019,1
215489,2019-W-ITF-AUS-11A-2019,1
216260,2019-W-ITF-AUS-11A-2019,1
211544,2019-W-ITF-AUS-11A-2019,1
215811,2019-W-ITF-AUS-11A-2019,1
221860,2019-W-ITF-AUS-11A-2019,1
203555,2019-W-ITF-AUS-11A-2019,1
204412,2019-W-ITF-AUS-11A-2019,1
202639,2019-W-ITF-AUS-11A-2019,1
204356,2019-W-ITF-AUS-11A-2019,1
222752,2019-W-ITF-AUS-11A-2019,1
221045,2019-W-ITF-AUS-11A-2019,1
213855,2019-W-ITF-AUS-11A-2019,1
216324,2019-W-ITF-AUS-11A-2019,1
203552,2019-W-ITF-AUS-11A-2019,1
215018,2019-W-ITF-AUS-11A-2019,1
215832,2019-W-ITF-AUS-11A-2019,1
221124,2019-W-ITF-AUS-11A-2019,1
222696,2019-W-ITF-AUS-11A-2019,1
211846,2019-W-ITF-AUS-11A-2019,1
211208,2019-W-ITF-AUS-11A-2019,1
202693,2019-W-ITF-AUS-11A-2019,1
213666,2019-W-ITF-AUS-12A-2019,5
211846,2019-W-ITF-AUS-12A-2019,4
216324,2019-W-ITF-AUS-12A-2019,3
201542,2019-W-ITF-AUS-12A-2019,3
214505,2019-W-ITF-AUS-12A-2019,3
215811,2019-W-ITF-AUS-12A-2019,2
220904,2019-W-ITF-AUS-12A-2019,2
221026,2019-W-ITF-AUS-12A-2019,2
215832,2019-W-ITF-AUS-12A-2019,2
204412,2019-W-ITF-AUS-12A-2019,2
201682,2019-W-ITF-AUS-12A-2019,2
213828,2019-W-ITF-AUS-12A-2019,2
221045,2019-W-ITF-AUS-12A-2019,2
202539,2019-W-ITF-AUS-12A-2019,2
219740,2019-W-ITF-AUS-12A-2019,1
206077,2019-W-ITF-AUS-12A-2019,1
214239,2019-W-ITF-AUS-12A-2019,1
215018,2019-W-ITF-AUS-12A-2019,1
204356,2019-W-ITF-AUS-12A-2019,1
214540,2019-W-ITF-AUS-12A-2019,1
210412,2019-W-ITF-AUS-12A-2019,1
221860,2019-W-ITF-AUS-12A-2019,1
202639,2019-W-ITF-AUS-12A-2019,1
216397,2019-W-ITF-AUS-12A-2019,1
220801,2019-W-ITF-AUS-12A-2019,1
206075,2019-W-ITF-AUS-12A-2019,1
211878,2019-W-ITF-AUS-13A-2019,5
213666,2019-W-ITF-AUS-13A-2019,4
204411,2019-W-ITF-AUS-13A-2019,4
202495,2019-W-ITF-AUS-13A-2019,3
211880,2019-W-ITF-AUS-13A-2019,3
211846,2019-W-ITF-AUS-13A-2019,3
215018,2019-W-ITF-AUS-13A-2019,2
221882,2019-W-ITF-AUS-13A-2019,2
214295,2019-W-ITF-AUS-13A-2019,2
201542,2019-W-ITF-AUS-13A-2019,2
214505,2019-W-ITF-AUS-13A-2019,2
216397,2019-W-ITF-AUS-13A-2019,2
220904,2019-W-ITF-AUS-13A-2019,2
214540,2019-W-ITF-AUS-13A-2019,2
215189,2019-W-ITF-AUS-13A-2019,2
215811,2019-W-ITF-AUS-13A-2019,1
203552,2019-W-ITF-AUS-13A-2019,1
215804,2019-W-ITF-AUS-13A-2019,1
215832,2019-W-ITF-AUS-13A-2019,1
201534,2019-W-ITF-AUS-13A-2019,1
204412,2019-W-ITF-AUS-13A-2019,1
214239,2019-W-ITF-AUS-13A-2019,1
206075,2019-W-ITF-AUS-13A-2019,1
215833,2019-W-ITF-AUS-13A-2019,1
215550,2019-W-ITF-AUS-13A-2019,1
205562,2019-W-ITF-AUS-13A-2019,1
221867,2019-W-ITF-AUS-13A-2019,1
221046,2019-W-ITF-AUS-13A-2019,1
221865,2019-W-ITF-AUS-13A-2019,1
204356,2019-W-ITF-AUS-13A-2019,1
204411,2019-W-ITF-AUS-14A-2019,5
211878,2019-W-ITF-AUS-14A-2019,4
202495,2019-W-ITF-AUS-14A-2019,3
213666,2019-W-ITF-AUS-14A-2019,3
214540,2019-W-ITF-AUS-14A-2019,3
215811,2019-W-ITF-AUS-14A-2019,2
201534,2019-W-ITF-AUS-14A-2019,2
202539,2019-W-ITF-AUS-14A-2019,2
206362,2019-W-ITF-AUS-14A-2019,2
204412,2019-W-ITF-AUS-14A-2019,2
220904,2019-W-ITF-AUS-14A-2019,2
215189,2019-W-ITF-AUS-14A-2019,1
221762,2019-W-ITF-AUS-14A-2019,1
206075,2019-W-ITF-AUS-14A-2019,1
219740,2019-W-ITF-AUS-14A-2019,1
214045,2019-W-ITF-AUS-14A-2019,1
205884,2019-W-ITF-AUS-14A-2019,1
211880,2019-W-ITF-AUS-14A-2019,1
203552,2019-W-ITF-AUS-14A-2019,1
222667,2019-W-ITF-AUS-14A-2019,1
205923,2019-W-ITF-AUS-14A-2019,1
216397,2019-W-ITF-AUS-14A-2019,1
221863,2019-W-ITF-AUS-14A-2019,1
203557,2019-W-ITF-AUS-14A-2019,1
215440,2019-W-ITF-AUS-14A-2019,1
215550,2019-W-ITF-AUS-14A-2019,1
214505,2019-W-ITF-AUS-14A-2019,1
215832,2019-W-ITF-AUS-14A-2019,1
211329,2019-W-ITF-AUT-01A-2019,5
214716,2019-W-ITF-AUT-01A-2019,4
214480,2019-W-ITF-AUT-01A-2019,4
213706,2019-W-ITF-AUT-01A-2019,3
202578,2019-W-ITF-AUT-01A-2019,3
204352,2019-W-ITF-AUT-01A-2019,3
203965,2019-W-ITF-AUT-01A-2019,3
214460,2019-W-ITF-AUT-01A-2019,3
216073,2019-W-ITF-AUT-01A-2019,2
219940,2019-W-ITF-AUT-01A-2019,2
203537,2019-W-ITF-AUT-01A-2019,2
215571,2019-W-ITF-AUT-01A-2019,2
222538,2019-W-ITF-AUT-01A-2019,2
220592,2019-W-ITF-AUT-01A-2019,2
211099,2019-W-ITF-AUT-01A-2019,2
215698,2019-W-ITF-AUT-01A-2019,2
210926,2019-W-ITF-AUT-01A-2019,2
214691,2019-W-ITF-AUT-01A-2019,2
245115,2019-W-ITF-AUT-01A-2019,2
214081,2019-W-ITF-AUT-01A-2019,1
211814,2019-W-ITF-AUT-01A-2019,1
206336,2019-W-ITF-AUT-01A-2019,1
220494,2019-W-ITF-AUT-01A-2019,1
215429,2019-W-ITF-AUT-01A-2019,1
216091,2019-W-ITF-AUT-01A-2019,1
211406,2019-W-ITF-AUT-01A-2019,1
222541,2019-W-ITF-AUT-01A-2019,1
214340,2019-W-ITF-AUT-01A-2019,1
220464,2019-W-ITF-AUT-01A-2019,1
214937,2019-W-ITF-AUT-01A-2019,1
202604,2019-W-ITF-AUT-01A-2019,1
215437,2019-W-ITF-AUT-01A-2019,1
221404,2019-W-ITF-AUT-01A-2019,1
212053,2019-W-ITF-AUT-01A-2019,1
245117,2019-W-ITF-AUT-01B-2019,5
245115,2019-W-ITF-AUT-01B-2019,4
215306,2019-W-ITF-AUT-01B-2019,4
213835,2019-W-ITF-AUT-01B-2019,3
213628,2019-W-ITF-AUT-01B-2019,3
211814,2019-W-ITF-AUT-01B-2019,3
214219,2019-W-ITF-AUT-01B-2019,3
214388,2019-W-ITF-AUT-01B-2019,2
214006,2019-W-ITF-AUT-01B-2019,2
214254,2019-W-ITF-AUT-01B-2019,2
211344,2019-W-ITF-AUT-01B-2019,2
211967,2019-W-ITF-AUT-01B-2019,2
211685,2019-W-ITF-AUT-01B-2019,2
216150,2019-W-ITF-AUT-01B-2019,2
203965,2019-W-ITF-AUT-01B-2019,2
221309,2019-W-ITF-AUT-01B-2019,2
220592,2019-W-ITF-AUT-01B-2019,1
222621,2019-W-ITF-AUT-01B-2019,1
220770,2019-W-ITF-AUT-01B-2019,1
215437,2019-W-ITF-AUT-01B-2019,1
222544,2019-W-ITF-AUT-01B-2019,1
216007,2019-W-ITF-AUT-01B-2019,1
221376,2019-W-ITF-AUT-01B-2019,1
221005,2019-W-ITF-AUT-01B-2019,1
213584,2019-W-ITF-AUT-01B-2019,1
222220,2019-W-ITF-AUT-01B-2019,1
201659,2019-W-ITF-AUT-01B-2019,1
221257,2019-W-ITF-AUT-01B-2019,1
220011,2019-W-ITF-AUT-01B-2019,1
215899,2019-W-ITF-AUT-01B-2019,1
214818,2019-W-ITF-AUT-01B-2019,1
201652,2019-W-ITF-AUT-01B-2019,1
222225,2019-W-ITF-AUT-01B-2019,1
216176,2019-W-ITF-AUT-01B-2019,1
222541,2019-W-ITF-AUT-01B-2019,1
214340,2019-W-ITF-AUT-01B-2019,1
206183,2019-W-ITF-BEL-01A-2019,5
212053,2019-W-ITF-BEL-01A-2019,4
221137,2019-W-ITF-BEL-01A-2019,3
216395,2019-W-ITF-BEL-01A-2019,3
213661,2019-W-ITF-BEL-01A-2019,3
220305,2019-W-ITF-BEL-01A-2019,3
216036,2019-W-ITF-BEL-01A-2019,2
219979,2019-W-ITF-BEL-01A-2019,2
215112,2019-W-ITF-BEL-01A-2019,2
220025,2019-W-ITF-BEL-01A-2019,2
208939,2019-W-ITF-BEL-01A-2019,2
215654,2019-W-ITF-BEL-01A-2019,2
203485,2019-W-ITF-BEL-01A-2019,2
215480,2019-W-ITF-BEL-01A-2019,2
211338,2019-W-ITF-BEL-01A-2019,2
222156,2019-W-ITF-BEL-01A-2019,2
245125,2019-W-ITF-BEL-01A-2019,1
216178,2019-W-ITF-BEL-01A-2019,1
215395,2019-W-ITF-BEL-01A-2019,1
221549,2019-W-ITF-BEL-01A-2019,1
214136,2019-W-ITF-BEL-01A-2019,1
221099,2019-W-ITF-BEL-01A-2019,1
213684,2019-W-ITF-BEL-01A-2019,1
214945,2019-W-ITF-BEL-01A-2019,1
221257,2019-W-ITF-BEL-01A-2019,1
222443,2019-W-ITF-BEL-01A-2019,1
220614,2019-W-ITF-BEL-01A-2019,1
221157,2019-W-ITF-BEL-01A-2019,1
220335,2019-W-ITF-BEL-01A-2019,1
214962,2019-W-ITF-BEL-01A-2019,1
202480,2019-W-ITF-BEL-02A-2019,5
220613,2019-W-ITF-BEL-02A-2019,4
206219,2019-W-ITF-BEL-02A-2019,4
213855,2019-W-ITF-BEL-02A-2019,3
210865,2019-W-ITF-BEL-02A-2019,3
215831,2019-W-ITF-BEL-02A-2019,3
220554,2019-W-ITF-BEL-02A-2019,3
215039,2019-W-ITF-BEL-02A-2019,3
215480,2019-W-ITF-BEL-02A-2019,2
221257,2019-W-ITF-BEL-02A-2019,2
214299,2019-W-ITF-BEL-02A-2019,2
215016,2019-W-ITF-BEL-02A-2019,2
214962,2019-W-ITF-BEL-02A-2019,2
220305,2019-W-ITF-BEL-02A-2019,1
211643,2019-W-ITF-BEL-02A-2019,1
206227,2019-W-ITF-BEL-02A-2019,1
216395,2019-W-ITF-BEL-02A-2019,1
214945,2019-W-ITF-BEL-02A-2019,1
206251,2019-W-ITF-BEL-02A-2019,1
214119,2019-W-ITF-BEL-02A-2019,1
211260,2019-W-ITF-BEL-02A-2019,1
203521,2019-W-ITF-BEL-02A-2019,1
221256,2019-W-ITF-BEL-02A-2019,1
215654,2019-W-ITF-BEL-02A-2019,1
208939,2019-W-ITF-BEL-02A-2019,1
204366,2019-W-ITF-BEL-02A-2019,1
213600,2019-W-ITF-BEL-03A-2019,5
202671,2019-W-ITF-BEL-03A-2019,5
221257,2019-W-ITF-BEL-03A-2019,4
221256,2019-W-ITF-BEL-03A-2019,3
215712,2019-W-ITF-BEL-03A-2019,3
203465,2019-W-ITF-BEL-03A-2019,3
202471,2019-W-ITF-BEL-03A-2019,2
213853,2019-W-ITF-BEL-03A-2019,2
202706,2019-W-ITF-BEL-03A-2019,2
215796,2019-W-ITF-BEL-03A-2019,2
215112,2019-W-ITF-BEL-03A-2019,2
202703,2019-W-ITF-BEL-03A-2019,2
214299,2019-W-ITF-BEL-03A-2019,2
222501,2019-W-ITF-BEL-03A-2019,2
216174,2019-W-ITF-BEL-03A-2019,2
206227,2019-W-ITF-BEL-03A-2019,1
204377,2019-W-ITF-BEL-03A-2019,1
221003,2019-W-ITF-BEL-03A-2019,1
214543,2019-W-ITF-BEL-03A-2019,1
220266,2019-W-ITF-BEL-03A-2019,1
221157,2019-W-ITF-BEL-03A-2019,1
216191,2019-W-ITF-BEL-03A-2019,1
216355,2019-W-ITF-BEL-03A-2019,1
221055,2019-W-ITF-BEL-03A-2019,1
206274,2019-W-ITF-BEL-03A-2019,1
210926,2019-W-ITF-BEL-03A-2019,1
212053,2019-W-ITF-BEL-03A-2019,1
213684,2019-W-ITF-BEL-03A-2019,1
220031,2019-W-ITF-BEL-03A-2019,1
214818,2019-W-ITF-BIH-01A-2019,5
214751,2019-W-ITF-BIH-01A-2019,4
213554,2019-W-ITF-BIH-01A-2019,3
216186,2019-W-ITF-BIH-01A-2019,3
221108,2019-W-ITF-BIH-01A-2019,3
216007,2019-W-ITF-BIH-01A-2019,3
220701,2019-W-ITF-BIH-01A-2019,3
216084,2019-W-ITF-BIH-01A-2019,2
202387,2019-W-ITF-BIH-01A-2019,2
215131,2019-W-ITF-BIH-01A-2019,2
214601,2019-W-ITF-BIH-01A-2019,2
221207,2019-W-ITF-BIH-01A-2019,2
220713,2019-W-ITF-BIH-01A-2019,2
220429,2019-W-ITF-BIH-01A-2019,2
216225,2019-W-ITF-BIH-01A-2019,2
221119,2019-W-ITF-BIH-01A-2019,2
214599,2019-W-ITF-BIH-01A-2019,1
221382,2019-W-ITF-BIH-01A-2019,1
221499,2019-W-ITF-BIH-01A-2019,1
216069,2019-W-ITF-BIH-01A-2019,1
221140,2019-W-ITF-BIH-01A-2019,1
214805,2019-W-ITF-BIH-01A-2019,1
220683,2019-W-ITF-BIH-01A-2019,1
220085,2019-W-ITF-BIH-01A-2019,1
221283,2019-W-ITF-BIH-01A-2019,1
220364,2019-W-ITF-BIH-01A-2019,1
215293,2019-W-ITF-BIH-01A-2019,1
216559,2019-W-ITF-BIH-01A-2019,1
206336,2019-W-ITF-BIH-01A-2019,1
215936,2019-W-ITF-BLR-01A-2019,5
202656,2019-W-ITF-BLR-01A-2019,5
214624,2019-W-ITF-BLR-01A-2019,4
204309,2019-W-ITF-BLR-01A-2019,4
213998,2019-W-ITF-BLR-01A-2019,3
211227,2019-W-ITF-BLR-01A-2019,3
211820,2019-W-ITF-BLR-01A-2019,2
213584,2019-W-ITF-BLR-01A-2019,2
213576,2019-W-ITF-BLR-01A-2019,2
220808,2019-W-ITF-BLR-01A-2019,2
216134,2019-W-ITF-BLR-01A-2019,2
202694,2019-W-ITF-BLR-01A-2019,2
219995,2019-W-ITF-BLR-01A-2019,2
221348,2019-W-ITF-BLR-01A-2019,2
210958,2019-W-ITF-BLR-01A-2019,1
214319,2019-W-ITF-BLR-01A-2019,1
214691,2019-W-ITF-BLR-01A-2019,1
205918,2019-W-ITF-BLR-01A-2019,1
221434,2019-W-ITF-BLR-01A-2019,1
215707,2019-W-ITF-BLR-01A-2019,1
212053,2019-W-ITF-BLR-01A-2019,1
214546,2019-W-ITF-BLR-01A-2019,1
214995,2019-W-ITF-BLR-01A-2019,1
214460,2019-W-ITF-BLR-01A-2019,1
220436,2019-W-ITF-BLR-01A-2019,1
214081,2019-W-ITF-BLR-01A-2019,1
211856,2019-W-ITF-BLR-01A-2019,1
220438,2019-W-ITF-BLR-01A-2019,1
215936,2019-W-ITF-BLR-02A-2019,5
213576,2019-W-ITF-BLR-02A-2019,5
210958,2019-W-ITF-BLR-02A-2019,4
211713,2019-W-ITF-BLR-02A-2019,4
213584,2019-W-ITF-BLR-02A-2019,3
203537,2019-W-ITF-BLR-02A-2019,3
206329,2019-W-ITF-BLR-02A-2019,2
215218,2019-W-ITF-BLR-02A-2019,2
216287,2019-W-ITF-BLR-02A-2019,2
214319,2019-W-ITF-BLR-02A-2019,2
214624,2019-W-ITF-BLR-02A-2019,2
211856,2019-W-ITF-BLR-02A-2019,2
214600,2019-W-ITF-BLR-02A-2019,2
214405,2019-W-ITF-BLR-02A-2019,2
221247,2019-W-ITF-BLR-02A-2019,1
201652,2019-W-ITF-BLR-02A-2019,1
214219,2019-W-ITF-BLR-02A-2019,1
203441,2019-W-ITF-BLR-02A-2019,1
213976,2019-W-ITF-BLR-02A-2019,1
212053,2019-W-ITF-BLR-02A-2019,1
220438,2019-W-ITF-BLR-02A-2019,1
216134,2019-W-ITF-BLR-02A-2019,1
220430,2019-W-ITF-BLR-02A-2019,1
215144,2019-W-ITF-BLR-02A-2019,1
211063,2019-W-ITF-BLR-02A-2019,1
211809,2019-W-ITF-BLR-02A-2019,1
216020,2019-W-ITF-BLR-02A-2019,1
215554,2019-W-ITF-BLR-02A-2019,1
214546,2019-W-ITF-BLR-02A-2019,1
220435,2019-W-ITF-BLR-03A-2019,5
221054,2019-W-ITF-BLR-03A-2019,4
203379,2019-W-ITF-BLR-03A-2019,4
214691,2019-W-ITF-BLR-03A-2019,3
214459,2019-W-ITF-BLR-03A-2019,3
216013,2019-W-ITF-BLR-03A-2019,3
210672,2019-W-ITF-BLR-03A-2019,2
221073,2019-W-ITF-BLR-03A-2019,2
220808,2019-W-ITF-BLR-03A-2019,2
201565,2019-W-ITF-BLR-03A-2019,2
221118,2019-W-ITF-BLR-03A-2019,2
221117,2019-W-ITF-BLR-03A-2019,2
215480,2019-W-ITF-BLR-03A-2019,2
214181,2019-W-ITF-BLR-03A-2019,2
216134,2019-W-ITF-BLR-03A-2019,2
213620,2019-W-ITF-BLR-03A-2019,2
221116,2019-W-ITF-BLR-03A-2019,1
203569,2019-W-ITF-BLR-03A-2019,1
212053,2019-W-ITF-BLR-03A-2019,1
216020,2019-W-ITF-BLR-03A-2019,1
211099,2019-W-ITF-BLR-03A-2019,1
215039,2019-W-ITF-BLR-03A-2019,1
214219,2019-W-ITF-BLR-03A-2019,1
214868,2019-W-ITF-BLR-03A-2019,1
203415,2019-W-ITF-BLR-03A-2019,1
221074,2019-W-ITF-BLR-03A-2019,1
214804,2019-W-ITF-BLR-03A-2019,1
202456,2019-W-ITF-BLR-03A-2019,1
203586,2019-W-ITF-BLR-03A-2019,1
220446,2019-W-ITF-BOL-01A-2019,5
206344,2019-W-ITF-BOL-01A-2019,3
206345,2019-W-ITF-BOL-01A-2019,3
216151,2019-W-ITF-BOL-01A-2019,3
222462,2019-W-ITF-BOL-01A-2019,2
206147,2019-W-ITF-BOL-01A-2019,2
210138,2019-W-ITF-BOL-01A-2019,2
219909,2019-W-ITF-BOL-01A-2019,1
220579,2019-W-ITF-BOL-01A-2019,1
220849,2019-W-ITF-BOL-01A-2019,1
222340,2019-W-ITF-BOL-01A-2019,1
221240,2019-W-ITF-BOL-01A-2019,1
220845,2019-W-ITF-BOL-01A-2019,1
222461,2019-W-ITF-BOL-01A-2019,1
220699,2019-W-ITF-BOL-01A-2019,1
205873,2019-W-ITF-BOL-01A-2019,1
220446,2019-W-ITF-BOL-02A-2019,4
222305,2019-W-ITF-BOL-02A-2019,4
221842,2019-W-ITF-BOL-02A-2019,2
216151,2019-W-ITF-BOL-02A-2019,2
220845,2019-W-ITF-BOL-02A-2019,2
220844,2019-W-ITF-BOL-02A-2019,2
210138,2019-W-ITF-BOL-02A-2019,2
221978,2019-W-ITF-BOL-02A-2019,1
206147,2019-W-ITF-BOL-02A-2019,1
221501,2019-W-ITF-BOL-02A-2019,1
222485,2019-W-ITF-BOL-02A-2019,1
222341,2019-W-ITF-BOL-02A-2019,1
222459,2019-W-ITF-BOL-02A-2019,1
211635,2019-W-ITF-BRA-01A-2019,7
206037,2019-W-ITF-BRA-01A-2019,4
203575,2019-W-ITF-BRA-01A-2019,4
214388,2019-W-ITF-BRA-01A-2019,3
202705,2019-W-ITF-BRA-01A-2019,3
211713,2019-W-ITF-BRA-01A-2019,3
211855,2019-W-ITF-BRA-01A-2019,2
204419,2019-W-ITF-BRA-01A-2019,2
215174,2019-W-ITF-BRA-01A-2019,2
213673,2019-W-ITF-BRA-01A-2019,2
206390,2019-W-ITF-BRA-01A-2019,2
211148,2019-W-ITF-BRA-01A-2019,2
213780,2019-W-ITF-BRA-01A-2019,1
210622,2019-W-ITF-BRA-01A-2019,1
213706,2019-W-ITF-BRA-01A-2019,1
206408,2019-W-ITF-BRA-01A-2019,1
245116,2019-W-ITF-BRA-01A-2019,1
201699,2019-W-ITF-BRA-01A-2019,1
203564,2019-W-ITF-BRA-01A-2019,1
202659,2019-W-ITF-BRA-01A-2019,1
202604,2019-W-ITF-BRA-01A-2019,1
202580,2019-W-ITF-BRA-01A-2019,1
211864,2019-W-ITF-BRA-01A-2019,1
205591,2019-W-ITF-BRA-01A-2019,1
211814,2019-W-ITF-BRA-01A-2019,1
211713,2019-W-ITF-BRA-02A-2019,5
211148,2019-W-ITF-BRA-02A-2019,5
